표준정류장ID,시군명,정류소명,정류소영문명,정류소번호,중앙차로여부,관할관청,위치,WGS84위도,WGS84경도,모바일정류장ID,이비카드정류장ID
277101618,화성시,고온리종점(경유),,,,,,37.0384,126.7502167,,7101618.0
277101619,화성시,호곡리(경유),,,,,,37.1183833,126.77396670000002,,
277101636,화성시,기흥동탄IC(경유),,,,,,37.2166167,127.0969833,,
277101644,화성시,발안삼거리.바다마트(경유),,,,,,37.1367833,126.9086333,,
277101677,화성시,원안1리(경유),,,,,,37.1038,126.7784167,,
277101678,화성시,점촌교차로(경유),,,,,,37.1418,126.91685,,
277101693,화성시,가재교차로(경유),,,,,,37.1491167,126.922,,
277101700,화성시,숙곡교차로(경유),,,,,,37.2546667,126.8987333,,
277101708,화성시,왕림교차로(경유),,,,,,37.1929,126.9393333,,
277101732,화성시,가재교차로(경유),,,,,,37.149,126.9223,,
277101750,화성시,팔탄입구삼거리(경유),,,,,,37.1636167,126.93151670000002,,
277101757,화성시,뒷말(경유),,,,,,37.07975,126.7724167,,7101757.0
277101775,화성시,팔탄입구삼거리(경유),,,,,,37.1636,126.9317833,,
277101785,화성시,황계동(경유),,,,,,37.2207167,127.02003329999998,,7101785.0
277101822,화성시,영남교(경유),,,,,,37.20715,126.81935,,7101822.0
277101836,화성시,병점정형외과(경유),,,,,,37.20605,127.0366167,,7101836.0
277101841,화성시,매송지하차도(경유),,,,,,37.2806333,126.8849667,,
277101878,화성시,숙곡교차로(경유),,,,,,37.2545833,126.89891670000002,,
277101884,화성시,기흥동탄TG(경유),,,,,,37.2169833,127.0917,,
277101890,화성시,쌍학리(경유),,,,,,37.2385333,126.9001,,
277101908,화성시,기흥동탄TG(경유),,,,,,37.21655,127.09156670000002,,
277101927,화성시,봉담IC교차로(경유),,,,,,37.22935,126.95723329999998,,7101927.0
277101956,화성시,구장리(경유),,,,,,37.1642333,126.9003,,
277101969,화성시,덕다리(경유),,,,,,37.04975,126.8332833,,
277101972,화성시,문학4리(경유),,,,,,37.15135,126.9752833,,
277101997,화성시,궁평1교차로(경유),,,,,,37.1183333,126.68921670000002,,
277102010,화성시,장짐삼거리(경유),,,,,,37.1397,126.9000833,,7102010.0
277102014,화성시,반정동(경유),,,,,,37.2327667,127.0364,,7102014.0
277102040,화성시,점촌교차로(경유),,,,,,37.1415833,126.91701670000002,,7102040.0
277102091,화성시,장덕동(경유),,,,,,37.1676667,126.8182,,7102091.0
277102092,화성시,신남동(경유),,,,,,37.17086670000001,126.81256670000002,,7102092.0
277102185,화성시,원평리(경유),,,,,,37.2407333,126.92591670000002,,7102185.0
277102186,화성시,원평리(경유),,,,,,37.2468833,126.9248667,,
277102247,화성시,기흥동탄IC(경유),,,,,,37.21625,127.0972833,,
277102383,화성시,덕리(경유),,,,,,37.16995,126.93583329999998,,
277102392,화성시,조암삼거리(경유),,,,,,37.0809333,126.81455,,7102392.0
277102393,화성시,발안리(경유),,,,,,37.1313167,126.9063333,,
277102394,화성시,조암리(경유),,,,,,37.0827,126.81888329999998,,7102394.0
277102395,화성시,수기리(경유),,,,,,37.20145,126.9839667,,
277102431,화성시,발안삼거리.바다마트(경유),,,,,,37.13665,126.9085833,,
277102448,화성시,수원대학교(경유),,,,,,37.2145,126.97813329999998,,7102448.0
277102459,화성시,현대기아연구소(경유),,,,,,37.1639667,126.8446833,,7102459.0
277102502,화성시,송교리(경유),,,,,,37.1689667,126.6588833,,7102502.0
277102501,화성시,봉담IC교차로(경유),,,,,,37.2296333,126.9568833,,
277102511,화성시,조암터미널(경유),,,,,,37.0859333,126.8161667,,
277102522,화성시,새강마을사거리(경유),,,,,,37.1930333,127.07241670000002,,7102522.0
277102544,화성시,매송TG(경유),,,,,,37.2816,126.8898167,,
277102546,화성시,매송TG(경유),,,,,,37.2809,126.8898167,,
277102590,화성시,수원대학교(경유),,,,,,37.2115667,126.9838,,
277102592,화성시,장안초등학교(경유),,,,,,37.08481670000001,126.8233167,,
277102653,화성시,용건릉(경유),,,,,,37.2071833,126.9881333,,
277102692,화성시,신왕리(경유),,,,,,37.0736,126.9441833,,
277102693,화성시,병점육교(경유),,,,,,37.2088833,127.0301333,,
277102694,화성시,왕림교차로(경유),,,,,,37.19295,126.9390167,,
277102825,화성시,송산마도TG(경유),,,,,,37.2092167,126.7550333,,
277102826,화성시,송산마도TG(경유),,,,,,37.2095667,126.7548667,,
277102846,화성시,봉담IC(경유),,,,,,37.2292667,126.95636670000002,,
277102847,화성시,봉담IC(경유),,,,,,37.2286833,126.9570833,,
277103582,화성시,팔곡JC(경유),,,,,,37.3095,126.89383329999998,,
277103583,화성시,팔곡JC(경유),,,,,,37.30975,126.8941667,,
277103584,화성시,비봉IC(경유),,,,,,37.2438,126.8821333,,
277103585,화성시,비봉IC(경유),,,,,,37.24345,126.8824167,,
277103586,화성시,발안IC(경유),,,,,,37.12375,126.8820167,,
277103587,화성시,발안IC(경유),,,,,,37.1234833,126.8824333,,
277103588,화성시,발안TG(경유),,,,,,37.1213667,126.8871667,,
277103589,화성시,발안TG(경유),,,,,,37.1216667,126.8877667,,
233533260,화성시,신동아아파트,,,,,,37.2224,126.9591167,,
233003035,화성시,하와이앞,Hawaii,,노변정류장,경기도 화성시,,37.1723,126.6294333,,
233100437,화성시,상신초교입구,Sangshin Elementary School ,37810.0,,경기도 화성시,,37.09855,126.9024,,
233100553,화성시,우미제일.전하리교회,"Woomi Jeil, Jeonhari Church ",37760.0,노변정류장,경기도 화성시,경기도 화성시 석우동,37.2121333,127.0793833,"[None None None None None None None None None None None None None None
 None]",4130121.0
274000483,화성시,동탄JC(경유),,,,,,37.1785167,127.09583329999998,,
274000484,화성시,동탄JC(경유),,,,,,37.1777667,127.0961667,,
274000495,화성시,매송TG(경유),,,,,,37.2808333,126.89136670000002,,
274000496,화성시,매송TG(경유),,,,,,37.2810167,126.8914333,,
233508790,화성시,우방아파트,,,,,,37.2016333,127.00646670000002,,
233514140,화성시,기산아파트입구,,,,,,37.17505,126.9352667,,
233515520,화성시,덕우공단입구,,,,,,37.1606833,126.91563329999998,,
233515980,화성시,신안인스빌,,,,,,37.2171167,126.9485167,,
233515550,화성시,덕우공단,,,,,,37.15975,126.91965,,
233517280,화성시,갈담초교입구,,,,,,37.1729833,126.9332833,,
233518390,화성시,동탄6동주민센터,,,,,,37.1726833,127.0892167,,
233518750,화성시,갈담초교입구,,,,,,37.1729,126.9335333,,
233519590,화성시,기산아파트입구,,,,,,37.1755,126.9352333,,
233521000,화성시,청호인재개발원,,,,,,37.1614833,126.91228329999998,,
233521010,화성시,덕우공단입구,,,,,,37.1604833,126.9154833,,
233523930,화성시,방교리산업단지,,,,,,37.1718,127.0867667,,
233523990,화성시,상신할인마트,,,,,,37.0988,126.90288329999998,,
233524080,화성시,동탄6동주민센터,,,,,,37.1723333,127.088,,
233000001,화성시,수영오거리.방송통신대입구,"Suyeong Ogeori, Korea National Open University ",2051.0,노변정류장,경기도 화성시,경기도 수원시 권선구 오목천동,37.2377167,126.9624,"[None None None None None None None None None None None None None None
 None]",4116687.0
233000002,화성시,한국농수산대학,Korea National College of Agriculture and Fisheries,36161.0,노변정류장,경기도 화성시,경기도 화성시 봉담읍,37.2293167,126.97043329999998,"[None None None None None None None None None None None None None None
 None]",4116684.0
233000003,화성시,상두2리,Sangdu 2-ri ,37320.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1013667,126.9484,"[None None None None None None None None None None None None None None
 None]",4130294.0
233000004,화성시,대양2리,Daeyang 2-ri,36108.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0864167,126.9424833,"[None None None None None None None None None None None None None None
 None]",4130270.0
233000005,화성시,대양4리,Daeyang 4-ri,36105.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0902833,126.9419667,"[None None None None None None None None None None None None None None
 None]",4130272.0
233000006,화성시,대양1리,Daeyang 1-ri,36093.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0955667,126.9393167,"[None None None None None None None None None None None None None None
 None]",4130274.0
233000007,화성시,대양2리,Daeyang 2-ri,36107.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0868,126.94261670000002,"[None None None None None None None None None None None None None None
 None]",4130269.0
233000008,화성시,용소4리,Yongso 4-ri,36224.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0848667,126.9818167,"[None None None None None None None None None None None None None None
 None]",4130317.0
233000009,화성시,용소1리,Yongso 1-ri ,36247.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0799833,126.98445,"[None None None None None None None None None None None None None None
 None]",4130319.0
233000010,화성시,용소2리,Yongso 2-ri,36198.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0791333,126.97815,"[None None None None None None None None None None None None None None
 None]",4130320.0
233000011,화성시,요꼴마을회관,Yoggol Community Center,37380.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.10925,126.9673,"[None None None None None None None None None None None None None None
 None]",4197430.0
233000012,화성시,요리공단,Yo-ri Industrial Complex,37378.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1166333,126.96141670000002,"[None None None None None None None None None None None None None None
 None]",4197428.0
233000013,화성시,수산중공업,"Soosan Heavy Industries Co., Ltd. ",36272.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.1147,126.99101670000002,"[None None None None None None None None None None None None None None
 None]",4130298.0
233000014,화성시,송산1리,Songsan 1-ri,36255.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.1055,126.9862,"[None None None None None None None None None None None None None None
 None]",4130305.0
233000015,화성시,정문2리,Jeongmun 2-ri,36253.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.09466670000001,126.9855833,"[None None None None None None None None None None None None None None
 None]",4130308.0
233000016,화성시,까치고개,Kkachi Gogae,36202.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.115,126.97885,"[None None None None None None None None None None None None None None
 None]",4130235.0
233000017,화성시,사창2리.요꼴,Sachang 2-ri,36179.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.1069667,126.9725,"[None None None None None None None None None None None None None None
 None]",4130240.0
233000018,화성시,사창3리,Sachang 3-ri,36171.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0964,126.9717,"[None None None None None None None None None None None None None None
 None]",4130244.0
233000019,화성시,사창4리,Sachang 4-ri,36170.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0892167,126.9718667,"[None None None None None None None None None None None None None None
 None]",4130249.0
233000020,화성시,용소3리,Yongso 3-ri,36162.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0793167,126.97041670000002,"[None None None None None None None None None None None None None None
 None]",4130253.0
233000022,화성시,독줄입구,Dokjul ,36132.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0778833,126.95375,"[None None None None None None None None None None None None None None
 None]",4130262.0
233000023,화성시,양감농협,Yanggam Nonghyup ,36121.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.08105,126.94695,"[None None None None None None None None None None None None None None
 None]",4130266.0
233000024,화성시,양감농협,Yanggam Nonghyup,36120.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.08115,126.9469,"[None None None None None None None None None None None None None None
 None]",4130265.0
233000025,화성시,신왕3리.양감초등학교,"Sinwang 3-ri, ",36127.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0801,126.9523667,"[None None None None None None None None None None None None None None
 None]",4130263.0
233000026,화성시,경모목장,Gyeongmo Farm,36791.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0857167,126.97041670000002,"[None None None None None None None None None None None None None None
 None]",4170333.0
233000027,화성시,사창4리,Sachang 4-ri ,36167.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0890167,126.9716333,"[None None None None None None None None None None None None None None
 None]",4130250.0
233000028,화성시,사창초등학교,Sachang Elementary School,36173.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0912,126.97218329999998,"[None None None None None None None None None None None None None None
 None]",4130247.0
233000030,화성시,사창1리,Sachang 1-ri ,36165.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.0937667,126.97128329999998,"[None None None None None None None None None None None None None None
 None]",4130245.0
233000031,화성시,부처내,Bucheo,36278.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.12265,126.99656670000002,"[None None None None None None None None None None None None None None
 None]",4130228.0
233000032,화성시,수직리,Sujik-ri,37348.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1232167,126.99146670000002,"[None None None None None None None None None None None None None None
 None]",4130326.0
233000033,화성시,갈천다리,Galcheon Bridge,37342.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.12515,126.9844667,"[None None None None None None None None None None None None None None
 None]",4130328.0
233000034,화성시,갈천초등학교,Kalchun Elementary School,37339.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.12495,126.9814833,"[None None None None None None None None None None None None None None
 None]",4130330.0
233000035,화성시,길성리,Gilseong-ri,37332.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1248167,126.9739833,"[None None None None None None None None None None None None None None
 None]",4130334.0
233000036,화성시,송곡리,Songgok-ri,37331.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1285833,126.96756670000002,"[None None None None None None None None None None None None None None
 None]",4130335.0
233000037,화성시,길성리,Gilseong-ri,37333.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.12485,126.97415,"[None None None None None None None None None None None None None None
 None]",4130333.0
233000038,화성시,갈천리,Galcheon-ri,37335.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1248667,126.97696670000002,"[None None None None None None None None None None None None None None
 None]",4130331.0
233000039,화성시,갈천초등학교,Kalchun Elementary School,36711.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.1251,126.97996670000002,"[None None None None None None None None None None None None None None
 None]",4170334.0
233000040,화성시,수직리,Sujik-ri,37347.0,노변정류장,경기도 화성시,경기도 화성시 향남읍,37.12335,126.9912,"[None None None None None None None None None None None None None None
 None]",4130325.0
233000041,화성시,도투락입구,Doturak,37913.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.13285,127.0253667,"[None None None None None None None None None None None None None None
 None]",4130546.0
233000042,화성시,덕절리,Deokjeol-ri,37914.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1342,127.02865,"[None None None None None None None None None None None None None None
 None]",4130543.0
233000043,화성시,고지리,Goji-ri,36285.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1631167,127.00338329999998,"[None None None None None None None None None None None None None None
 None]",4130210.0
233000044,화성시,망월리,Mangwol-ri,36306.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1490333,127.00943329999998,"[None None None None None None None None None None None None None None
 None]",4130203.0
233000045,화성시,제기리.양지말,"Jegi-ri, Yangjimal",36309.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.14325,127.0134667,"[None None None None None None None None None None None None None None
 None]",4130202.0
233000046,화성시,음양1리,Eumyang 1-ri,36317.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1408833,127.0176333,"[None None None None None None None None None None None None None None
 None]",4130199.0
233000047,화성시,덕절2리,Deokjeol 2-ri ,36335.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1414667,127.0283667,"[None None None None None None None None None None None None None None
 None]",4130196.0
233000048,화성시,덕절3리,Deokjeol 3-ri,36329.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1401333,127.02205,"[None None None None None None None None None None None None None None
 None]",4130198.0
233000049,화성시,음양1리,Eumyang 1-ri,36316.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1407667,127.01725,"[None None None None None None None None None None None None None None
 None]",4130200.0
233000050,화성시,제기리.양지말,"Jegi-ri, Yangjimal",36310.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1428667,127.0135667,"[None None None None None None None None None None None None None None
 None]",4130201.0
233000051,화성시,망월리,Mangwol-ri ,36303.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1491167,127.0091833,"[None None None None None None None None None None None None None None
 None]",4130204.0
233000052,화성시,금복리,Geumbok-ri,36296.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1532333,127.00638329999998,"[None None None None None None None None None None None None None None
 None]",4130205.0
233000053,화성시,고지리,Goji-ri,36286.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1607833,127.00378329999998,"[None None None None None None None None None None None None None None
 None]",4130208.0
233000054,화성시,수면리,Sumyeon-ri,36331.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.16175,127.0224,"[None None None None None None None None None None None None None None
 None]",4195391.0
233000056,화성시,내리,Nae-ri,36320.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1620833,127.0186833,"[None None None None None None None None None None None None None None
 None]",4130219.0
233000057,화성시,고지리,Goji-ri,36300.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1638,127.0078333,"[None None None None None None None None None None None None None None
 None]",4130220.0
233000058,화성시,고지리,Goji-ri,36299.0,노변정류장,경기도 화성시,경기도 화성시 정남면,37.1639333,127.0073833,"[None None None None None None None None None None None None None None
 None]",4130221.0
233000062,화성시,신한에스빌아파트,Shinhan S-Ville Apartment ,37352.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2088167,127.0387833,"[None None None None None None None None None None None None None None
 None]",4195534.0
233000065,화성시,주공11단지.우남퍼스트빌2차,"Jugong Apartment 11-danji, Woonam Firstvill 2-cha",36371.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2155167,127.0451167,"[None None None None None None None None None None None None None None
 None]",4108018.0
233000066,화성시,중심상가,Central Shopping Center,36795.0,노변정류장,경기도 화성시,경기도 화성시 진안동,37.21515,127.04375,"[None None None None None None None None None None None None None None
 None]",4170338.0
233000067,화성시,주공10.11단지,Jugong Apartment 10 & 11-danji,36370.0,노변정류장,경기도 화성시,경기도 화성시 진안동,37.2158833,127.0452667,"[None None None None None None None None None None None None None None
 None]",4108017.0
233000068,화성시,우남아파트,Woonam Apartment ,36381.0,노변정류장,경기도 화성시,경기도 화성시 능동,37.1993667,127.0485167,"[None None None None None None None None None None None None None None
 None]",4151723.0
233000071,화성시,안화초교.주공8.9단지,"Anhwa Elementary School, Jugong 8 & 9-danji",36372.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2133,127.0460833,"[None None None None None None None None None None None None None None
 None]",4108016.0
233000072,화성시,안화초교.주공8.9단지,"Inhwa Elementary School, Jugong Apartment 8 & 9-danji",36373.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2132,127.0459,"[None None None None None None None None None None None None None None
 None]",4108015.0
233000074,화성시,참누리아파트.기산중학교,"Chamnuri Apartment, Gisan Middle School",37548.0,노변정류장,경기도 화성시,경기도 화성시 기산동,37.2195333,127.05165,"[None None None None None None None None None None None None None None
 None]",4170921.0
233000075,화성시,행림마을.삼성래미안,"Haenglim Maeul, Samsung Raemian Apartment",36794.0,노변정류장,경기도 화성시,경기도 화성시 기산동,37.22285,127.05015,"[None None None None None None None None None None None None None None
 None]",4170342.0
233000076,화성시,참누리아파트.기산중학교,"Chamnuri Apartment, Gisan Middle School",36793.0,노변정류장,경기도 화성시,경기도 화성시 기산동,37.2197,127.05195,"[None None None None None None None None None None None None None None
 None]",4170343.0
233000078,화성시,주공1.2단지,Jugong Apartment 1 & 2-danji,36360.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2079667,127.0409167,"[None None None None None None None None None None None None None None
 None]",4108010.0
233000079,화성시,주공1.2단지,Jugong Apartment 1 & 2-danji,36356.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2081,127.04106670000002,"[None None None None None None None None None None None None None None
 None]",4108009.0
233000080,화성시,우남퍼스트빌,Woonam Firstvill Apartment ,36366.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2076167,127.0429333,"[None None None None None None None None None None None None None None
 None]",4108011.0
233000082,화성시,정든공원,Jeongdeun Park,37591.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2097,127.0485833,"[None None None None None None None None None None None None None None
 None]",4170966.0
233000086,화성시,신창2차아파트,Sinchang Apartment 2-cha,36376.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2096833,127.0475833,"[None None None None None None None None None None None None None None
 None]",4108013.0
233000087,화성시,주공4단지,Jugong Apartment 4-danji,36369.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2081667,127.0445,"[None None None None None None None None None None None None None None
 None]",4108012.0
233000097,화성시,한일타운아파트,Hanil Town Apartment ,36348.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.20025,127.03755,"[None None None None None None None None None None None None None None
 None]",4116696.0
233000098,화성시,한일타운아파트,Hanil Town Apartment,36349.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2003333,127.0377,"[None None None None None None None None None None None None None None
 None]",4130130.0
233000099,화성시,우남퍼스트빌3차아파트,Woonam Dream-Valley Apartment 1-cha,36359.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.1980167,127.0412833,"[None None None None None None None None None None None None None None
 None]",4117311.0
233000100,화성시,홈플러스.벌말초교,"Home Plus, Beolmal Elementary School",36351.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2033,127.03813329999998,"[None None None None None None None None None None None None None None
 None]",4100049.0
233000101,화성시,신창미션힐.송화초교,"Sinchang Missionhill Apartment, Songhwa Elementary School",36350.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2033,127.03855,"[None None None None None None None None None None None None None None
 None]",4100048.0
233000102,화성시,반월1통.빅마켓앞,"Banwol 1-tong, Big Market",37592.0,노변정류장,경기도 화성시,경기도 화성시 반월동,37.2291833,127.06506670000002,"[None None None None None None None None None None None None None None
 None]",4170963.0
233000103,화성시,삼성반도체,Samsung Semiconductor ,36397.0,노변정류장,경기도 화성시,경기도 화성시 반월동,37.2250833,127.064,"[None None None None None None None None None None None None None None
 None]",4108031.0
233000104,화성시,성지산업,"Seongji Industrial Co., Ltd. ",36392.0,노변정류장,경기도 화성시,경기도 화성시 반월동,37.2212667,127.0596833,"[None None None None None None None None None None None None None None
 None]",4108028.0
233000105,화성시,SK뷰2차아파트,"Gisan -ri, Neung 1-ri",36388.0,노변정류장,경기도 화성시,경기도 화성시 기산동,37.2162833,127.0551,"[None None None None None None None None None None None None None None
 None]",4108023.0
233000106,화성시,신미주아파트.주공6단지,"Sinmiju Apartment, Jugong Apartment 6-danji",36386.0,노변정류장,경기도 화성시,경기도 화성시 기산동,37.2144167,127.05175,"[None None None None None None None None None None None None None None
 None]",4108022.0
233000107,화성시,주공7.8단지,Jugong Apartment 7 & 8-danji,36383.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.2143833,127.04955,"[None None None None None None None None None None None None None None
 None]",4108020.0
233000108,화성시,주공8단지,Jugong Apartment 8-danji,36380.0,노변정류장,경기도 화성시,경기도 화성시 병점동,37.21515,127.04878329999998,"[None None None None None None None None None None None None None None
 None]",4108019.0
233000109,화성시,신미주아파트앞,Sinmiju Apartment ,36710.0,노변정류장,경기도 화성시,경기도 화성시 기산동,37.2146333,127.05178329999998,"[None None None None None None None None None None None None None None
 None]",4170353.0
233000112,화성시,삼성전자,"Samsung Electronics Co., Ltd. ",36395.0,노변정류장,경기도 화성시,경기도 화성시 반월동,37.2237333,127.0625833,"[None None None None None None None None None None None None None None
 None]",4117233.0
233000113,화성시,반월1통.빅마켓앞,"Banwol 1-tong, Big Market",36403.0,노변정류장,경기도 화성시,경기도 화성시 반월동,37.22945,127.0649667,"[None None None None None None None None None None None None None None
 None]",4117232.0
233000115,화성시,빅마켓앞,Big Market,36405.0,노변정류장,경기도 화성시,경기도 화성시 반월동,37.23045,127.06806670000002,"[None None None None None None None None None None None None None None
 None]",4130127.0
233000116,화성시,반월리큰고개,Banwol-ri Keun Gogae,36399.0,노변정류장,경기도 화성시,경기도 화성시 반월동,37.233,127.0648,"[None None None None None None None None None None None None None None
 None]",4108034.0
233000117,화성시,신영통현대타운.두산위브,"Sinyeongtong Hyundai Town, Doosan Weve ",36512.0,노변정류장,경기도 화성시,경기도 화성시 반월동,37.2353333,127.0621,"[None None None None None None None None None None None None None None
 None]",4108037.0
233000118,화성시,신영통현대타운.두산위브,"Sinyeongtong Hyundai Town, Doosan Weve ",36393.0,노변정류장,경기도 화성시,경기도 화성시 반월동,37.2354667,127.06246670000002,"[None None None None None None None None None None None None None None
 None]",4108036.0
233000120,화성시,센트럴힐즈.금강,Central Hills/ Geumgang,36409.0,노변정류장,경기도 화성시,경기도 화성시 동탄면,37.1815167,127.1095167,"[None None None None None None None None None None None None None None
 None]",4121996.0
233000121,화성시,상록.테크노밸리.GS자이,"Sangrok, Techno-Valley, GS Xi Apartment ",36463.0,노변정류장,경기도 화성시,,37.2083,127.09895,"[None None None None None None None None None None None None None None
 None]",4130116.0
233000122,화성시,센트럴상록.동원1차,Sibeom Danji (Complex),36792.0,노변정류장,경기도 화성시,경기도 화성시 동탄면,37.20925,127.1000167,"[None None None None None None None None None None None None None None
 None]",4170354.0
233000124,화성시,금강.센트럴힐즈,"Geumgang, Central Hills",55400.0,노변정류장,경기도 화성시,경기도 화성시 동탄면,37.1814667,127.1090167,"[None None None None None None None None None None None None None None
 None]",4121997.0
233000125,화성시,호반베르디움3차,Hoban Vertium 3-cha,55401.0,노변정류장,경기도 화성시,,37.1795667,127.11423329999998,"[None None None None None None None None None None None None None None
 None]",4121998.0
233000126,화성시,호반베르디움3차,Hoban Vertium 3-cha,55402.0,노변정류장,경기도 화성시,,37.17945,127.1145667,"[None None None None None None None None None None None None None None
 None]",4121999.0
233000127,화성시,자이.우남퍼스트빌,"Xi, Woonam Firstvill Apartment ",36446.0,노변정류장,경기도 화성시,경기도 화성시 동탄면,37.2047833,127.09981670000002,"[None None None None None None None None None None None None None None
 None]",4170355.0
233000129,화성시,신안인스빌2차,Shinhan Ensvil Aparmtent 2-cha,36460.0,노변정류장,경기도 화성시,경기도 화성시 동탄면,37.2000167,127.11596670000002,"[None None None None None None None None None None None None None None
 None]",4130058.0
233000130,화성시,우남퍼스트빌,Woonam Firstvill Apartment ,36447.0,노변정류장,경기도 화성시,경기도 화성시 동탄면,37.2031667,127.0986,"[None None None None None None None None None None None None None None
 None]",4170723.0
233000130,화성시,우남퍼스트빌,Woonam Firstvill Apartment ,36447.0,노변정류장,경기도 화성시,경기도 화성시 동탄면,37.2031667,127.0986,"[None None None None None None None None None None None None None None
 None]",9170723.0
233000131,화성시,계룡.영천초,"Kyeryong, Yeongcheon Elementary School",36812.0,노변정류장,경기도 화성시,경기도 화성시 동탄면,37.2040333,127.10475,"[None None None None None None None None None None None None None None
 None]",4170392.0
233000133,화성시,요꼴,Yoggol,36429.0,노변정류장,경기도 화성시,경기도 화성시 양감면,37.1032833,126.9631167,"[None None None None None None None None None None None None None None
 None]",4120452.0
233000134,화성시,호반베르디움.롯데캐슬,"Hoban Vertium, Lotte Castle Apartment ",36511.0,노변정류장,경기도 화성시,경기도 화성시 동탄면,37.1971833,127.11123329999998,"[None None None None None None None None None None None None None None
 None]",4120450.0
233000135,화성시,한백초중교,Hanbaek Elementary & Middle & High School,36513.0,노변정류장,경기도 화성시,경기도 화성시 동탄면,37.207,127.11475,"[None None None None None None None None None None None None None None
 None]",4120447.0
233000136,화성시,육일리마을회관,Yugil-ri Community Center,36440.0,노변정류장,경기도 화성시,경기도 화성시 송산면,37.2072833,126.7249833,"[None None None None None None None None None None None None None None
 None]",4120445.0
233000137,화성시,동탄역.포스코,"Dongtal Station, POSCO",36436.0,노변정류장,경기도 화성시,,37.1995,127.0986167,"[None None None None None None None None None None None None None None
 None]",4130052.0
